categoria,categoria_codigo,division,grupo,clase,subclase_codigo,subclase,nota
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas",venta al por mayor de enseres domesticos,"venta al por mayor de libros, revistas, periodicos, papel, carton, materiales de embalaje y articulos de libreria",51329,venta al por mayor de papel carton materiales de embalaje y articulos de libreria ncp,"La venta al por mayor de papel, cartón, materiales de embalaje, útiles de escritorio (bolígrafos, lápices, etc.)."
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas",venta al por mayor de enseres domesticos,"venta al por mayor de aparatos, articulos y equipos de uso domestico",51331,venta al por mayor de muebles articulos de mimbre y corcho; colchones y somieres,"La venta al por mayor de muebles de todo tipo, de cualquier material (madera, mimbre, bambú, metales comunes, vidrio, cuero, plástico, etc.) y para todo uso. La venta al por mayor de colchones de todo tipo (colchones con  muelles y rellenos y provistos de"
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas",venta al por mayor de enseres domesticos,"venta al por mayor de aparatos, articulos y equipos de uso domestico",51332,venta al por mayor de articulos de iluminacion,"La venta al por mayor de lámparas de filamento incandescente, incluso faros reflectores sellados, lámparas de rayos ultravioletas e infrarrojos,  lámparas de descarga: fluorescentes, de cátodo caliente y de otro tipo. La venta al por mayor de lámparas de "
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas",venta al por mayor de enseres domesticos,"venta al por mayor de aparatos, articulos y equipos de uso domestico",51333,venta al por mayor de articulos de bazar y menaje,La venta al por mayor de cubertería y utensilios domésticos de metal.
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas",venta al por mayor de enseres domesticos,"venta al por mayor de aparatos, articulos y equipos de uso domestico",51334,venta al por mayor de artefactos para el hogar electricos a gas kerosene u otros combustibles,"La venta al por mayor de aparatos eléctricos de uso doméstico: mantas eléctricas, refrigeradores y congeladores, lavaplatos, equipo de lavandería, secadoras, aspiradoras, enceradoras de pisos, eliminadoras de desperdicios, licuadoras, exprimidoras, abrela"
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas",venta al por mayor de enseres domesticos,"venta al por mayor de aparatos, articulos y equipos de uso domestico",51335,venta al por mayor de instrumentos musicales,"La venta al por mayor de instrumentos de cuerda, instrumentos de teclado instrumentos de viento (bronce, madera, etc.), instrumentos de percusión.  También incluye partes piezas accesorios de instrumentos. La venta al por mayor de receptores de radio y te"
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas",venta al por mayor de enseres domesticos,"venta al por mayor de aparatos, articulos y equipos de uso domestico",51336,venta al por mayor de equipos de sonido casetes de audio y video y discos,"La venta al por mayor de receptores de radio y televisión, aparatos de grabación y reproducción de sonido y vídeo (también micrófonos, altavoces, auriculares, audífonos, amplificadores, y equipos de amplificación de sonidos) La venta al por mayor de parte"
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas",venta al por mayor de enseres domesticos,"venta al por mayor de aparatos, articulos y equipos de uso domestico",51339,venta al por mayor de articulos para el hogar ncp,La venta al por mayor de otros productos no clasificados anteriormente.
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas",venta al por mayor de enseres domesticos,"venta al por mayor de productos farmaceuticos, veterinarios, cosmeticos y de perfumeria, instrumental medico, odontologico y articulos ortopedicos",51341,venta al por mayor de productos farmaceuticos y medicinales,"La venta al por mayor de preparados farmaceúticos para uso médico de alcance del público en general y de distribución reglamentada por las  autoridades sanitarias (ampollas, tabletas, cápsulas, ungüentos, polvos y soluciones). La venta la por ,mayor de ap"
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas",venta al por mayor de enseres domesticos,"venta al por mayor de productos farmaceuticos, veterinarios, cosmeticos y de perfumeria, instrumental medico, odontologico y articulos ortopedicos",51342,venta al por mayor de productos de perfumeria y de belleza,"La venta al por mayor de artículos de higiene personal, jabón, champús, lacas preparados para ondular y alisar el cabello, preparados para afeitarse,  perfumes, aguas de colonia, aguas de tocador, preparados para manicuro y  pedicuro, pastas dentales, cos"
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas",venta al por mayor de enseres domesticos,"venta al por mayor de productos farmaceuticos, veterinarios, cosmeticos y de perfumeria, instrumental medico, odontologico y articulos ortopedicos",51343,venta al por mayor de instrumental medico y odontologico y otros articulos ortopedicos,"La venta al por mayor de aparatos de uso práctico y científico en medicina,  cirugía, odontología, veterinaria. También aparatos electrónicos para  diagnósticos: electrocardiográficos, tornos de dentista, jeringas con o sin  aguja, instrumentos de oftalmo"
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas",venta al por mayor de enseres domesticos,"venta al por mayor de productos farmaceuticos, veterinarios, cosmeticos y de perfumeria, instrumental medico, odontologico y articulos ortopedicos",51344,venta al por mayor de productos veterinarios,"La venta al por mayor de  medicamentos veterinarios  y artículos para uso   veterinario, incluye también el envase y empaque de dichos productos,  cuando se realiza por cuenta propia."
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas",venta al por mayor de enseres domesticos,"venta al por mayor de articulos de optica, fotografia, relojeria, joyeria y fantasias",51351,venta al por mayor de articulos de optica,"La venta al por mayor de elementos ópticos de vidrio y de cualquier otro material, prismas, y lentes, espejos con configuración de elementos ópticos, filtros de color, elementos polarizadores, lentes optálmicas, lentes de  contacto, fibras ópticas; montur"
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas",venta al por mayor de enseres domesticos,"venta al por mayor de articulos de optica, fotografia, relojeria, joyeria y fantasias",51352,venta al por mayor de articulos de fotografia,"La venta al por mayor de cámaras fotográficas y cinematográficas, cámaras de todo tipo para toda clase de usos, incluso cámaras utilizadas para preparar planchas de fotograbado para fotografía subacuática o aérea, para producir microfilmes o microfichas, "
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas",venta al por mayor de enseres domesticos,"venta al por mayor de articulos de optica, fotografia, relojeria, joyeria y fantasias",51353,venta al por mayor de articulos de relojeria,"La venta al por mayor de relojes de toda clase, cajas para relojes incluso de metales preciosos y otros aparatos para medir los intervalos de tiempo. Correas cintas y pulseras de metal, incluso metales preciosos para relojes Piezas para relojes de todo ti"
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas",venta al por mayor de enseres domesticos,"venta al por mayor de articulos de optica, fotografia, relojeria, joyeria y fantasias",51354,venta al por mayor de articulos de joyeria y fantasias,"La venta al por mayor joyas de partes labradas, piedras preciosas y semipreciosas, diamantes piedras de calidad industrial, metales preciosos, artículos de orfebrería elaborados con metales preciosos entre ellos cubiertos vajilla, recipientes de mesa, art"
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas",venta al por mayor de enseres domesticos,venta al por mayor de otros enseres domesticos,51391,venta al por mayor de materiales y productos de limpieza,"La venta al por mayor de jabón en barras, pastillas, panes, líquidos, pastas, o en otras formas, betunes y cremas para el calzado, bruñidores y cremas para pisos, carrocerías, vidrio o metal, pastas y polvos abrasivos y  productos similares en formas de p"
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas",venta al por mayor de enseres domesticos,venta al por mayor de otros enseres domesticos,51392,venta al por mayor de juguetes y articulos de cotillon,"La venta al por mayor de diversos tipos de juguetes (muñecos que representan  a personas u otras criaturas de diferentes materiales y ropa y accesorios para muñecos), juguetes de montar con ruedas, triciclos, artículos para juegos de feria, de mesa o de s"
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas",venta al por mayor de enseres domesticos,venta al por mayor de otros enseres domesticos,51393,venta al por mayor de articulos de esparcimiento y deportes,"La venta al por mayor de artículos de equipo para gimnasio, atletismo, juegos al aire libre, raquetas, embarcaciones deportivas, artículos para acampada, tiro con sus armas y municiones, equipos de pesca, caza, natación de lona o plástico,etc."
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas",venta al por mayor de enseres domesticos,venta al por mayor de otros enseres domesticos,51394,venta al por mayor de bicicletas y rodados similares,"La venta al por mayor de bicicletas no motorizadas, velocípedos equipados con una o más ruedas, triciclos de reparto, bicicletas con sidecar, tándems, bicicletas de carrera y bicicletas para niños. Sillones de ruedas para inválidos Esta subclase no incluy"
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas",venta al por mayor de enseres domesticos,venta al por mayor de otros enseres domesticos,51395,venta al por mayor de papeles para pared revestimientos y alfombras para pisos y articulos similares para la decoracion,"La venta al por mayor de artículos para empapelados de paredes y otros revestimiento. La venta al por mayor de linóleo de pisos, alfombras y otros artículos similares de decoración."
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas",venta al por mayor de enseres domesticos,venta al por mayor de otros enseres domesticos,51396,venta al por mayor de articulos artesanales,"La venta al por mayor de artículos generalmente procesados a mano de diferentes materiales: metal, madera, etc., tales como (vestimenta, artículos de uso doméstico, adornos, etc.)."
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas",venta al por mayor de enseres domesticos,venta al por mayor de otros enseres domesticos,51399,venta al por mayor de articulos de uso domestico y/o personal ncp,"La venta al por mayor cuadros y marcos que no sean obra de arte o de colección, sahumerios, parrillas, flores y plantas artificiales, etc."
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas","venta al por mayor de productos intermedios, desperdicios y desechos no agropecuarios","venta al por mayor de combustibles solidos, liquidos y gaseosos, y de productos conexos",51411,venta al por mayor de combustibles y lubricantes para automotores,"La venta al por mayor de combustibles sólidos, líquidos y gaseosos;  lubricantes y productos conexos."
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas","venta al por mayor de productos intermedios, desperdicios y desechos no agropecuarios","venta al por mayor de combustibles solidos, liquidos y gaseosos, y de productos conexos",51412,venta al por mayor de combustibles y lubricantes excepto para automotores: gas en garrafas lena y carbon,"La venta al por mayor de combustibles y lubricantes, excepto para automotores, gas en garrafas, leña y carbón."
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas","venta al por mayor de productos intermedios, desperdicios y desechos no agropecuarios",venta al por mayor de metales y minerales metaliferos,51420,venta al por mayor de metales y minerales metaliferos,"La venta al por mayor de minerales de metales férreos, metales no férreos, hierro y acero en formas primarias, metales preciosos y otros metales no  ferrosos. Esta clase no incluye: La venta al por mayor de chatarra y productos de desecho metálicos (véase"
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas","venta al por mayor de productos intermedios, desperdicios y desechos no agropecuarios","venta al por mayor de materiales de construccion, articulos de ferreteria y equipo y materiales de fontaneria y calefaccion y productos de vidrio",51431,venta al por mayor de materiales de construccion,"La venta al por mayor de cemento, piedra, arcilla, arena, productos refractarios, productos metálicos estructurales y sus partes, prefabricados para edificaciones, etc. También incluye sanitarios: bañeras, lavados,  inodoras yotros sanitarios.  Esta clase"
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas","venta al por mayor de productos intermedios, desperdicios y desechos no agropecuarios","venta al por mayor de materiales de construccion, articulos de ferreteria y equipo y materiales de fontaneria y calefaccion y productos de vidrio",51432,venta al por mayor de madera sin desbastar y productos primarios,"La venta al por mayor de productos de madera utilizados principalmente para la industria de la construcción, tales como: maderaje, vigas, bloques, listones, ensamblados en tableros para pisos de parqué, cabios, jacalbones  y productos similares que se uti"
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas","venta al por mayor de productos intermedios, desperdicios y desechos no agropecuarios","venta al por mayor de materiales de construccion, articulos de ferreteria y equipo y materiales de fontaneria y calefaccion y productos de vidrio",51433,venta al por mayor de articulos de ferreteria fontaneria y calefaccion,"La venta al por mayor de artículos de ferretería, como: herramientas de mano  de todo tipo utilizadas en la agricultura, ganadería, carpintería, en  ensambladura mecánica, enchapisteria y otras industrias. Sierras y hojas para sierras, incluso sierras cir"
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas","venta al por mayor de productos intermedios, desperdicios y desechos no agropecuarios","venta al por mayor de materiales de construccion, articulos de ferreteria y equipo y materiales de fontaneria y calefaccion y productos de vidrio",51434,venta al por mayor de pintura y productos conexos,"La venta al por mayor de pinturas, barnices, esmaltes, lacas, pigmentos preparados, opacificante preparados, colores preparados, esmaltes vitrificables, barnices para vidriar, similares utilizados en la industria de la cerámica y el vidrio. Pigmentos  y o"
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas","venta al por mayor de productos intermedios, desperdicios y desechos no agropecuarios","venta al por mayor de materiales de construccion, articulos de ferreteria y equipo y materiales de fontaneria y calefaccion y productos de vidrio",51435,venta al por mayor de cristales espejos y mamparas,"La venta al por mayor de vidrio de todas sus formas y de artículos de vidrio: vidrio en masa, laminas, planchas, tubos, varillas, vidrio de diversas  composición química, vidrio de distintas características físicas, vidrio con armado de alambre, vidrio co"
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas","venta al por mayor de productos intermedios, desperdicios y desechos no agropecuarios","venta al por mayor de otros productos intermedios, desperdicios y desechos",51491,venta al por mayor de productos quimicos,"La venta al por mayor de productos químicos industriales: anilina, tinta de impresión, aceites esenciales, gases industriales, colas sintéticas, colorantes resina sintética, metano, parafina, aromatizantes y potenciadores del sabor. Abonos insecticidas ra"
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas","venta al por mayor de productos intermedios, desperdicios y desechos no agropecuarios","venta al por mayor de otros productos intermedios, desperdicios y desechos",51492,venta al por mayor de desperdicios y desechos metalicos,"La venta al por mayor de desperdicios o desechos metálicos, desechos  de metales preciosos, ferrosos y otros desperdicios o desechos como la chatarra."
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas","venta al por mayor de productos intermedios, desperdicios y desechos no agropecuarios","venta al por mayor de otros productos intermedios, desperdicios y desechos",51493,venta al por mayor de desperdicios y desechos no metalicos,"La venta al por mayor de desperdicios y/o desechos industriales y material  para reciclaje, desperdicios y desechos de la industria alimentaria, del  tabaco, desechos textiles diversos, etc."
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas","venta al por mayor de productos intermedios, desperdicios y desechos no agropecuarios","venta al por mayor de otros productos intermedios, desperdicios y desechos",51499,venta al por mayor de otros productos intermedios ncp,"La venta al por mayor de papel y cartón, fibras textiles de todo tipo de otros productos similares. Esta subclase no incluye: La venta al por mayor de papel y cartón considerado producto de desecho."
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas","venta al por mayor de maquinaria, equipo y materiales","venta al por mayor de maquinaria, equipo y materiales",51501,venta al por mayor de maquinas equipos e implementos de uso  agropecuario,"Venta al por mayor de máquinas, equipos e implementos de uso  agropecuario"
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas","venta al por mayor de maquinaria, equipo y materiales","venta al por mayor de maquinaria, equipo y materiales",51502,venta al por mayor de maquinas equipos e implementos de uso en la mineria.,"Venta al por mayor de máquinas, equipos e implementos de uso en la minería."
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas","venta al por mayor de maquinaria, equipo y materiales","venta al por mayor de maquinaria, equipo y materiales",51503,venta al por mayor de maquinas equipos e implementos de uso en la industria manufacturera,"Venta al por mayor de máquinas, equipos e implementos de uso en la industria manufacturera"
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas","venta al por mayor de maquinaria, equipo y materiales","venta al por mayor de maquinaria, equipo y materiales",51504,venta al por mayor de maquinas y equipos de construccion e ingenieria civil,Venta al por mayor de máquinas y equipos de construcción e ingeniería civil
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas","venta al por mayor de maquinaria, equipo y materiales","venta al por mayor de maquinaria, equipo y materiales",51505,venta al por mayor de maquinas equipos e implementos de uso medico y paramedico,"Venta al por mayor de máquinas, equipos e implementos de uso médico y paramédico"
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas","venta al por mayor de maquinaria, equipo y materiales","venta al por mayor de maquinaria, equipo y materiales",51506,venta al por mayor de equipos informaticos y maquinas electronicas de escribir y calcular,Venta al por mayor de equipos informáticos y máquinas electrónicas de escribir y calcular 
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas","venta al por mayor de maquinaria, equipo y materiales","venta al por mayor de maquinaria, equipo y materiales",51507,venta al por mayor de maquinas y equipos de comunicaciones control y seguridad,"Venta al por mayor de máquinas y equipos de comunicaciones, control y seguridad"
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas","venta al por mayor de maquinaria, equipo y materiales","venta al por mayor de maquinaria, equipo y materiales",51509,venta al por mayor de maquinas equipos e implementos de uso especial ncp,"La venta al por mayor de productos especiales tales como maquinaria y equipo agropecuario, minero, metalúrgico, equipo de transporte ( excepto  vehículos automotores, motocicletas y bicicletas), maquinaria y equipo de uso industrial y manufacturero, const"
venta al por mayor y menor,H,"comercio al por mayor y en comision, excepto el comercio de vehiculos automotores y motocicletas",venta al por mayor de otros productos,venta al por mayor de otros productos,51900,venta al por mayor de otros productos,El comercio al por mayor de productos diversos no incluidos en ninguna de las clases anteriores
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos",comercio al por menor no especializado en almacenes,"venta al por menor en establecimientos no especializados con surtido compuesto y predominio de productos alimenticios, bebidas y tabaco y una variedad de otros artiiculos. comprende la venta realizada",52111,venta al por menor en supermercados con surtido compuesto y predominio de productos alimenticios bebidas y tabaco,"La venta al por menor en supermercados de productos cuyo surtido está compuesto principalmente de alimentos, bebidas y tabaco; no obstante también expanden otras mercancías para consumo de los hogares, tales como: vestuario, electrodomésticos, muebles, ar"
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos",comercio al por menor no especializado en almacenes,"venta al por menor en establecimientos no especializados con surtido compuesto y predominio de productos alimenticios, bebidas y tabaco y una variedad de otros artiiculos. comprende la venta realizada",52112,venta al por menor en almacenes con surtido compuesto y predominio de productos alimenticios y bebidas y tabaco,"La venta al por menor en almacenes generales, misceláneos o tiendas por departamento con surtido diverso compuesto de productos principalmente de alimentos, bebidas y tabaco; no obstante también expenden otras mercancías para consumo de los hogares, tales"
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos",comercio al por menor no especializado en almacenes,"venta al por menor en establecimientos no especializados con surtido compuesto y predominio de productos alimenticios, bebidas y tabaco y una variedad de otros artiiculos. comprende la venta realizada",52113,venta al por menor en tiendas de barrio  con surtido compuesto y predominio de productos alimenticios bebidas y tabaco,"La venta al por menor en tiendas de barrio de productos cuyo surtido está, compuesto principalmente de alimientos (pan y refrescos), bebidas y  tabaco; también expenden otras mercancias para consumo de los hogares.  Esta subclase no incluye: La venta de p"
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos",comercio al por menor no especializado en almacenes,venta al por menor de otros productos en almacenes no especializados,52190,venta al por menor de otros productos en almacenes no especializados,La venta al por menor de otros productos en almacenes no especializados.
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos","venta al por menor de alimentos, bebidas y tabaco en almacenes especializados","venta al por menor de alimentos, bebidas y tabaco en almacenes especializados",52201,venta al por menor y empaque de frutas legumbres y hortalizas frescas,"La venta al por menor y empaque de frutas, legumbres y hortalizas frescas. Esta subclase no incluye:La venta al por menor y empaque de frutas, legumbres y hortalizas secas, congeladas o en conserva (véase 5229)"
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos","venta al por menor de alimentos, bebidas y tabaco en almacenes especializados","venta al por menor de alimentos, bebidas y tabaco en almacenes especializados",52202,venta al por menor de productos lacteos,"La venta al por menor de leche, productos lácteos ( quesos, cuajadas, requesón, cremas de leche, etc.)"
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos","venta al por menor de alimentos, bebidas y tabaco en almacenes especializados","venta al por menor de alimentos, bebidas y tabaco en almacenes especializados",52203,venta al por menor de huevos aceites y grasas comestibles,"La venta al por menor de huevos, aceites y grasas comestibles de orígen animal y vegetal."
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos","venta al por menor de alimentos, bebidas y tabaco en almacenes especializados","venta al por menor de alimentos, bebidas y tabaco en almacenes especializados",52204,venta al por menor de carnes rojas menudencias; productos de granja y embutidos,"Venta al por menor de carnes rojas, menudencias; productos de granja y embutidos Esta subclase no incluye: La venta al por menor de carne en conserva (véase 52209)."
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos","venta al por menor de alimentos, bebidas y tabaco en almacenes especializados","venta al por menor de alimentos, bebidas y tabaco en almacenes especializados",52205,venta al por menor de pan productos de confiteria pastas frescas,"Venta al por menor de pan, productos de confitería,pastelería y pastas frescas en los establecimientos donde son elaborados (véase 1541)."
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos","venta al por menor de alimentos, bebidas y tabaco en almacenes especializados","venta al por menor de alimentos, bebidas y tabaco en almacenes especializados",52206,venta al por menor de cafe te cacao y especias,"La venta al por menor de café, té, cacao y especias (canela, clavo de olor anís, pimienta, etc.)"
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos","venta al por menor de alimentos, bebidas y tabaco en almacenes especializados","venta al por menor de alimentos, bebidas y tabaco en almacenes especializados",52207,venta al por menor de bebidas cigarrillos y  tabaco,"La venta al por menor de jugos de frutas, agua mineral y otras bebidas no alcohólicas. Cerveza, vinos, singanis y otras bebidas alcohólicas. Cigrarrillos, cigarros y tabaco en general. Esta subclase no incluye: El embotellado por cuenta de terceros (véase"
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos","venta al por menor de alimentos, bebidas y tabaco en almacenes especializados","venta al por menor de alimentos, bebidas y tabaco en almacenes especializados",52208,venta al por menor de azucar dulces chocolates golosinas y otros excepto cigarrillos,"Venta al por menor de azúcar, productos de dulcería, preparados  principalmente de azúcar, frutas, nueces secas confitadas, gomas de mascar, caramelos, turrones, jaleas, bocadillos, etc.  "
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos","venta al por menor de alimentos, bebidas y tabaco en almacenes especializados","venta al por menor de alimentos, bebidas y tabaco en almacenes especializados",52209,venta al por menor de alimentos ncp en almacenes especializados,"La venta al por menor de frutas, verduras y legumbres secas o en conserva, harina y productos para panadería, alimentos infantiles y dietéticos, alimentos preparados, como platos precocidos, etc. La venta al por menor de miel, sal y pastas alimenticias, p"
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos",comercio al por menor de otros productos nuevos en almacenes especializados,"comercio al por menor de productos farmaceuticos y medicinales, cosmeticos y articulos de tocador",52311,venta al por menor de productos farmaceuticos y medicinales,La venta al por menor de productos farmaceúticos y medicamentos de uso veterinario.
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos",comercio al por menor de otros productos nuevos en almacenes especializados,"comercio al por menor de productos farmaceuticos y medicinales, cosmeticos y articulos de tocador",52312,venta al por menor de cosmeticos articulos de tocador y perfumeria,"La venta al por menor de artículos de higiene personal, jabón, champús,  lacas preparados para ondular y aislar el cabello, preparados para efectuares, perfumes, aguas de colonia, aguas de tocador, preparados  para manicuro y pedicuro, pastas dentales, co"
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos",comercio al por menor de otros productos nuevos en almacenes especializados,"comercio al por menor de productos farmaceuticos y medicinales, cosmeticos y articulos de tocador",52313,venta al por menor de articulos medicos odontologicos y aparatos ortopedicos,"La venta al por menor de aparatos de uso práctico y científico en medicina, cirugía, ododontología y veterinaria. También aparatos electrónicos para diagnóstico: electrocardiografos, tornos de dentista, jeringas con o sin aguja, instrumentos de oftalmolog"
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos",comercio al por menor de otros productos nuevos en almacenes especializados,"comercio al por menor de productos farmaceuticos y medicinales, cosmeticos y articulos de tocador",52314,venta al por menor de productos veterinarios,La venta al por menor de productos veterinarios.
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos",comercio al por menor de otros productos nuevos en almacenes especializados,"venta al por menor de productos textiles, prendas de vestir, calzado y articulos de cuero",52321,venta al por menor  de productos textiles excepto prendas de vestir,"La venta al por menor de telas, lana para tricotar o hacer punto, materiales  básicos para la fabricación de alfombras, tapices, bordados, etc."
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos",comercio al por menor de otros productos nuevos en almacenes especializados,"venta al por menor de productos textiles, prendas de vestir, calzado y articulos de cuero",52322,venta al por menor de confecciones para el hogar,"La venta al por menor de sábanas, manteles, toallas, mantas de viaje,  frazadas, cortinas confeccionadas, colchas, cubrecamas, alfombras, etc."
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos",comercio al por menor de otros productos nuevos en almacenes especializados,"venta al por menor de productos textiles, prendas de vestir, calzado y articulos de cuero",52323,venta al por menor de prendas y accesorios de vestir,"La venta al por menor de todo tipo de prendas de vestir (incluso las prendas de vestir de cuero y peletería) y accesorios de vestir tales como guantes, corbatas tirantes, sombreros, paraguas, bastones, etc. Esta subclase no incluye: La venta al por menor "
venta al por mayor y menor,H,"comercio al por menor, excepto el comercio de vehiculos automotores y motocicletas; reparacion de efectos personales y enseres domesticos",comercio al por menor de otros productos nuevos en almacenes especializados,"venta al por menor de productos textiles, prendas de vestir, calzado y articulos de cuero",52324,venta al por menor de calzado excepto el ortopedico articulos de marroquineria y similares,La venta al por menor  de calzado de cualquier material y sus partes. Esta subclase no incluye:  La venta al por menor de calzados ortopédicos (véase 52313). Prendas de vestir confeccionadas en cuero (véase 52323).
